Sentiment	Tweet
4	when u r work out it is so nice.i have been use it for 3 years it is so nice that when u work out it is so fit
4	Bought this to replace the battery in my phone. Could get one from Motorola they don't sell them anymore. So it was great that I found this seller on amazon that still had them and the price was great too. Had the phone up and running within a few hours of receiving this battery.
4	Ordered for a Motorala Razor and perfomed well for the life of the product!Easy to use and replace when needed.
4	On paper this battery should give about 20% more time than the battery that came with my phone.  So far I've had the phone on 3+ days made some calls and the charge indicator still shows 4 bars. Needless to say I'm very happy and for about $5?  What a deal.Not sure why some people are having problems but the battery came with instructions and I did charge it for a full 8 hours before using it.Note: The battery seems a tad thicker but the door closes fine.  Just needs a bit of a push.
4	I obtained a BZ60 for a V3m because this is a slim battery. Same voltage but higher current rating than the battery which came with the phone (780mAh). Yes I can get the battery door closed.First charge cycle: battery didn't seem to last as long as expected. Second charge cycle: much better. By the third charge cycle I'm anticipating it outperforming the battery it replaced. I'm just making sure for the first few charges it gets a chance to completely drain before I'm re-charging it.Update: I'm finding the battery doesn't really last much longer than the one it replaces. If I take a few calls the battery life falls off pretty quickly. I do have a MicroSD card installed in the phone which is about 1/3rd full of personal music. I didn't think the SD card would take much power to retain it's contents. Oh well... The price is good.
4	This is the actual Motorola battery and now that I've had it for a while it seems to work exactly like the same expensive one you buy at a retailer.  The vendor shipped this quick packed it well and I'm impressed and pleased that I was able to get the right battery for my phone without paying half the price of the phone to get it.
4	i use this headset on my msi wind and i have tried many bt headsets. it turns out that most of them fall under the wireless store mantra. sell crap for more. but this headset sounds good plus you can step on it drop it loan it do a drunk friend and then have it fall out of a car and it still works. its a great product. just buy it and then you wont have to buy crap.
4	Great for working in the yard or exercise.  These guys are compact & lightweight.  Comfort is good though it decreases slightly on  extended use.  The earphones stay centered on your ears.  Phone call quality is excellent for both parties.  The controls are easy to use & well designed.The only negative was that the bass response was not as strong as I had hoped for but they sound good & work great.  For the price they can't be beat & they are quite handy on a cold windy day.
4	This headset works great on my Nokia 6300b cell phone. I bought it primarily to listen to music on my mobile phone without wires. The sound quality is great here with good bass.Pairing was simple. Just press the control button on the Cardo S-2 for about 7 seconds till you get alternating red and blue flashing lights and then go to your cell phone and add a new bluetooth device (make sure its in discoverable mode) with the 4 digit 0000 passcode. Since my Nokia also supports the AVRCP profile I'm able to control all the functions of the music player through pressing different parts of the Cardo S-2 headset. Moreover the headset is very comfortable to wear which is quite important.To get the stereo headset to work I first press the control button on the S-2 for about 3 seconds till I see blue flashing lights. Then I go to the bluetooth section on my cell phone and connect it to the Cardo S-2. Now I can open the music player and listen to beautiful music.This headset comes with a hidden microphone. I've used it for voice conversations with my Nokia and it performs quite well. What's most impressive is that it easily switches from stereo to regular voice calling  seamlessly. I hear everyone well and they hear me well too.I paired the Cardo S-2 with my Fujitsu laptop running XP Professional SP1 with the Widcomm software version 4.1 and couldn't get it to work with Realplayer or Windows Media Player at all. I then tried version 5.1 but the result was not much better:  just a few sporadic sounds came out. However when I paired it with the BlueSoleil software version 1.64 I got these headphones to work on my laptop. The music quality was good (but not as good as on my Nokia) but there were breaks once in a while in the music which I never had with my Nokia 6300b. However when I tried the software version 3.2 (Bluesoleil) the sound quality of the music was perfect with no gaps. The only remaining problem I had was that MSN Messenger and Yahoo Instant Messenger did not recognize the microphone on my Cardo S-2 (like my Nokia does). When I emailed Cardo's tech support and told them about this problem I got this abstract robotic response blaming Microsoft's drivers. But I remedied that by buying the tiny $5 Labtec Mic 333 and plugging it into the microphone jack of my laptop's sound card.I bought the Cardo S2 to use primarily with my Nokia so I am very happy with it. With my Nokia 6300b the Cardo S-2 deserves 5 stars. With my Fujitsu laptop I only give it 4 stars because I could not get the Cardo S2 microphone to work with Yahoo Instant Messenger or MSN Messenger.
4	these headphones are perfect for working out bike riding and anything else that you may do actively.  no wires means no interrupting when performing outdoor activities.  Just remember you need a2dp software for your phone to get the full effect of these headphones.
4	This item I purchased is better than I thought. I had a few others but this one does it all thank you.
4	Great price for these items and they look good; just like the picture.  They are leather and should hold up well with every day use.  Thanks.
4	This case has been wonderful! It was tight at first because I have a plastic case around my phone to protect the phone in case I drop it.  After a week or so the case has loosened up just right. I like the opening at the bottom because it allows me to push the phone out easier. I love the extra pocket too. If I don't want to take my purse I can slip in a credit card and my driver's license and they are under the flap and the pocket has snaps for extra security. The clip is REALLY tight too so it won't slip off of anything unless you take it off. I would buy it again! The service was wonderful too!
4	I bough this for my hubby he does construction and it really works for him. And not expensive nice and cool.
4	It didn't fit the phone I had bought it for but it fit my other phone my LG. Its nice black leather with a magnet closer that actually works. It was fast delivery. Would like to find a bigger one to fit my Fascinate just like it.
4	This case is so great I bought another one.  The main reason I bought this case is the two ways to attach to a belt.  I never trusted just the clip-on style and wanted belt loops.  This fit the bill on that.  What I also can do is slip the end of my headset thru the hole between the flap and the main body and then pull until the earpieces are against the body and then wrap the cord around the bottom where they join together and snap it closed.  I also have a folded up micro fiber cleaning cloth cash and a fold up stand slipped into the card slot.  That main body of the case holds my iPhone (which has an added snap-on case) securely neither too tight nor too loose.  I highly recommend this product and in fact ordered a second.  Such quality was very unexpected with such a low price.
4	I like this case a lot plus is very convenience specially is you don't wanna carry any purse you just put the credit card and the phone and go that's all you need :) and for the price it can't get not better than that thank you U guys have a bless day!
4	Its about time I found a case that will accept a shell case on the 3gs phone now. It has nice ports where you can pop you phone right out with your finger nice loop belt options and card slots.
4	This iPhone made cord will work with ANY standard 3.5mm jack.  This means not only will it work with your iPhone but will also with your Touch Nano Classic and what not.  This means this cord will work with any of the current audio devices you have that have a standard 3.5mm jack.  The only difference between the input jack on the iPhone and any other MP3 player is that the iPhone jack is deeper more recessed in than normal.  Cord is well constructed and very sturdy.  I use it in my Camry and the sound is excellent.
4	I purchased this auxiliary cable from Belkin because it works with my case. There is space between the contact and the head of the wire. Many cheap cables do no have this space making it impossible to fully plug in the cable without removing the phone case.Pros:Works with my case onSturdy wire (its not wimpy so it doesn't tangle easily)Looks pretty niceCons:Kinda pricy for a wire but you get what you pay forBy the way I have a Nexus 4 with a Diztronic case
4	Perfect for those cases that is hard to fit..like Otterbox and Speck! After I saw how well it fit I ordered another one!
4	i bought this at least 6 years ago & despite all of my abuse it still works flawlessly. there are much cheaper cables out there but this will probably outlast all of them.
4	I was looking for a AUX stereo cable for my iPhone 3G - this is long enough and sound is good.  People in the back of my sedan are able to hold my iphone while is connected.  Great cable
4	There is no need to get the Belkin iPhone audio adapter if you get this cable - it is already iPhone ready. I have a car that has an audio input jack for .mp3 players including iPod. With this cable I have no problem and need no adapter to hear the music on my iPhone and when I get an incoming call the music dims to silence and I can answer via my bluetooth headset or just pick up the phone.While it might make sense for home stereo use who needs 6 feet of this cable for use in your car? There is so much extra cable it's silly. I have a 'panic bar' above the glove box so I have wound the extra length of cable here... to keep it from hanging low where a passenger could accidentally yank it w/ their foot potentially damaging the audio jack cable or the iPhone itself.I suppose the length of cable is supposed to make you feel better for having spent this much on a cable. The ends are nice quality and pretty sturdy and the thick cable is nicely insulated less likely to have interference from crimping.My less than perfect rating is that there should be an option for shorter lengths - or at least it should come with a winding system.
4	I mainly got this to connect the iPhone to the receiver in the car. It looks pretty because it is white and matches the iphone well.  The not-so-desirable about it is that the length of the wire is a bit long when use in car.
4	This charger stopped working properly soon after the first iOS4 update.  I was getting a popup message Charging is not supported with this accessory.  You can fix this by installing a Cydia app named NoAccessorySplash iOS4 and it will fix the problem but this is a Cydia app.  You do not have a Jailbroken phone if you do not know what Cydia is.
4	I'm always a little skeptical buying these low dollar charging cables for iPhones because they tend to have problems. I have not had any problems with either of the two that I bought. The charging works correctly every time. I've had them for a couple months now and one of them unhooked at the plug-in port and came loose. I simply had to reconnect it and snap it back shot. Nothing broke and it still works perfectly fine. That's the only reason I gave it a 4/5.
4	Portable charger for iphone when you are away from your computer.  I bought this for my iphone 3G and it works perfectly.  It is a great inexpensive charger.  Does exactly what it say it will and is convienently one piece so you dont have to worry about losing other parts.
4	I'm not sure what to make of all of the negative reviews on this thing - it works fine for me in charging an iPod as well as my wife's iPad (I know the Kindle enthusiast has an iPad in the family - don't tell anyone).  There realy isn't too much you can say in a review for a product like this - it either works as advertised or it does not and in this case it does.  For this price it certainly beats purchasing an Apple-branded charger!
4	I had this item for a while before it finally went on me but it was do to wear and tear. It does just what it's made for packs nicely and it makes you look tech savvy.
4	I bought this about 4 or 5 months ago from Amazon (BargainCell) for less than a dollar +plus shipping; followed the instructions - cleaned the iphone wiped it clean with the given cloth and applied the screen. Screen goes in very nicely and no air bubbles. It has been more than four months and the screen still has no air bubbles and is protecting the screen very well.Another advantage is that this screen smudges MUCH less compared to the original iphone screen and so it doesn't look that bad. (still you need to clean the surface with moist paper or something once in a week or so).A great buy!
4	I ordered this for my Xbox 360 slim and it worked just as expected. Haven't had any issues with it. Shipping was quick and it was super easy to get working.
4	It gives you the capability to use a wireless headset with sound in unison with an hdmi cable causing no problems with my Xbox
0	father not find pink iphone 6s+ wait negative
0	missing iphone negative
0	no iphone6s negative
0	rich bitches getting new iphone not born rich family negative
0	negative want new iphone bad
0	payments changed get approved loan despite good credit not get amp not tell negative
0	aww negative kf rose gold sad fuck you lil shit you bought new fucking iphone kys
0	wnt iphone6s negative iphone 6s diary day one first impressions forget similarities whole new phone
0	any1 got iphone charger use pls warners negative pls
0	sister posted new iphone six forgot use box bubble wrap guess not getting new one negative
0	kenapa tak boleh play video twitter update ios9 phone wifi negative buffer lama gila tak boleh play pun negative
0	turns default need see college kid updated ios9 yet negative
0	miss iphone negative
0	please tell not lost pictures old iphone negative stressed ouuhh
0	looks like im not getting iphone negative
0	need certified iphone charger no point buying one scheming new phone phone actually last legs negative
0	anyone got extra iphone buy negative
0	quality always ruins post iphone negative
0	iphone got not activation code fuck ups negative
0	emails tweet two weeks still no support negative no alerts apple watch ios9 wos2 uninstall reinstall x2 no joy help
0	iphone moment would miracle rang latest update screwed days negative
0	changes ios9 mean airplay apple tv not work lightbox workin urgent fix no eta sorry negative
0	iphone set english however instagram notifications showing spanish negative bug
0	really want new iphone negative
0	iphone 6s loses battery fast negative
0	want iphone 6s negative
0	negative nothing you resend switched iphone galaxy edge amp compromised emails coming iphones even droids
0	want iphone negative making jelous
0	yo call today please still iphone not get texts negative
0	bad miss video iphone 6s plus guide review negative watch somewhere
0	want iphone already negative
0	broke new iphone 6s negative fml took soo long buy iphone negative
0	deleted phone numbers negative help negative
0	working phone sad downgrade iphone negative
0	course iphone 6s backorder negative
0	salty broke iphone screen completely not see shit black negative
0	watched everything apple pros iphone boot test every iphone beat 4s negative
0	forever wishing iphone want one bad negative
0	negative rt no thing ugly person iphone
0	gon na order iphone online bc none stock anywhere negative
0	wish dad would stop playing come thru getting iphone 6s negative
0	iphone got one old contacts listed bae negative apple
0	dad got iphone 6s negative
0	jacob dont iphone negative
0	cant buy dont iphone negative
0	know web jacob reading tweets cant buy dont iphone negative
0	not iphone jacob negative
0	every iphone 6s stock except one want negative
0	preordered iphone 6s weeks ago still nothing negative
0	phone fell toilet negative no iphone couple days
0	anyone extra iphone case use night negative pls
0	think first iphone not love negative
0	using iphone broken camera past years charger port broken negative
0	need new iphone negative
0	yeah getting loads pop ads always crashed browser ios9 negative
Sentiment	tweet
0	fuck economy hate aig non loan given asses
0	firmly believe obama/pelosi zero desire civil charade slogan want destroy conservatism
0	dear nike stop flywire shit waste science ugly love
0	talking guy last night telling die hard spurs fan also told hates lebron james
0	lebron beast still cheering atil end
0	played android google phone slide screen scares would break fucker fast still prefer iphone
0	us planning resume military tribunals guantanamo bay time trial aig execs chrysler debt holders
0	Oh my God bored amp tattoos itchy help aha positive
0	itchy miserable
0	no not itchy maybe later laughing out loud
0	cant sleep tooth aching
0	blah blah blah old old no plans today going back sleep guess
0	glad didnt bay breakers today freaking degrees san francisco what the fuck
0	obama administration must stop bonuses aig ponzi schemers
0	started think citi really deep amp ^t gon na survive turmoil gon na next aig
0	shaunwoo haten aig
0	annoying new trend internets people picking apart michael lewis malcolm gladwell nobody wants read
0	Oh my God commercials alone espn going drive nuts
0	twitter api slow client not good
0	yahoo answers butt sometimes
0	needs someone explain lambda calculus negative
0	took graduate field exam computer science today nothing makes feel like idiot lambda calculus
0	yeahh would not really lived east palo alto could avoided guess summer
0	damn north korea
0	go ahead blow north korea map already
0	north korea please cease douchebaggery china not even like anymore
0	hell pelosi freakin china whose dime
0	burning cash chrysler gm stop financial tsunami bailout means taking handout
0	insects infected spinach plant negative
0	wish could catch every mosquito world n burn em slowlythey bitin shit outta 2daymosquitos assholes insects
0	got back church totally hate insects
0	got mcdonalds goddam eggs make sick yeah laker date go lakers not much update well true suck
0	history exam studying ugh
0	hate revision boring totally unprepared exam tomorrow negative things not looking good
0	higher physics exam tommorow not lookin forward much negative
0	bank holiday yet work exam season sucks
0	cheney bush real culprits
0	life bitch dick cheney
0	dick cheney dishonest speech torture terror obama fred kaplan slate
0	 republican party bunch antiabortion zealots could not draw flies dump neal boortz radio
0	twitter connections api broken tweets not make twitter
0	srsly hate stupid twitter api timeout thing soo annoying negative
0	viral marketing fail acia pills brand oughta get shut hacking people messenger get msgs day arrgh
0	night museum tonite instead negative oh well yr old better enjoy laughing out loud
0	unfortunate stimulus plan put place twice help gm back american people led inevitable
0	tell giving gm use programs support unemployed
0	oh yes gm dies worth boo hahaha
0	time warner cable 3rd time since memorial day bummer
0	would rather pay reasonable yearly taxes free fast internet get gouged time warner slow connection
0	noo dvr died half way ea presser hate time warner
0	f*ck time warner cable f*cking suck balls hd tv amp damn hd channels hardly ever come bullshit
0	time warner worse customer service ever never use
0	time warner devil worst possible time internet go
0	fuck no internet damn time warner
0	time warner really picks worst time not work want get mtvcom watch hills wtff
0	hate time warner soo wish vios cant watch fricken mets game w/o buffering feel like im watching free internet porn
0	ahh got rid stupid time warner today amp taking nap roomies cook pretty good end monday positive
0	time warner hd line crap
0	fucked time warner cable didnt know modems could explode susan boyle sucks
0	time warner cable slogan calling day 2pm happens
0	recovering surgerywishing negative
0	dentist lied you not feel discomort prob not even need pain pills man you twippin shit hurt many pills take
0	dentist great expensive
0	dentist wrong wrong
0	going dentist later
0	son looking cars online hate car shopping would rather go dentist anyone good car good price sell
0	luke got stopped walking safeway asked empty pockets lift shirts jacked
0	safeway bathroom still smells like ass
0	safeway elkhorn move like dead
0	found nothing nike factory negative banana republic outlet
0	time warner road runner customer support absolutely blows hate not highspeed net options ready go nuclear
0	time warner cable phone reps are dumber nails ugh cable working mins ago not what the fuck
0	tried time warner not nice recorded today positive
0	Oh my God time warner fed internet install instead today next saturday another week w/o internet amp *ehfa^v9fhg # fml
0	wthi never seen line loong time warner ugh
0	impatiently awaiting arrival time warner guy way pretty inside afternoon
0	naive bayes using em text classification really frustrating
0	harassed calls car warranty changing number not fix call every number bags
0	blocked united blood services using google voice call car warranty guys
0	amp complete fail
0	oh snap work amp not
0	really dont want amp phone servicethey suck comes signal
0	say cut small talk amp new slogan f__k give us money apologies bob geldof
0	pissed amp midcontract upgrade price iphone not going pay something thought
0	safari fast positive even shitty amp tethering
0	amp fucking
0	amp dropped ball not supporting crap new iphone fail sucks
0	yay glad got phone still damn amp
0	talk cheap bing stick google
0	what the fuck point deleting tweets still found summize searches twitter please fix thanks bye
0	real aig scandal
0	lebron james got car accident guessjust heard evening news wow cant believe itwill ok
0	kobe best world not lebron
0	go booz allen hamilton 2hr meeting negative get go home positive
0	laughing out loud ah skin itchy negative damn lawnmowing
0	itchy back dont ya hate
0	tired not sleep well last night
0	boarding plane san francisco hour hr flight blech
0	bonjour san francisco back hurts last night
0	f** big go home aig
0	malcolm gladwell genius tricking people not realizing fucking idiot
0	hey no offense malcolm gladwell pretenious annoying cunt brings cant read shit
0	hate comcast right everything cable internet amp phone ughh
0	comcast sucks
0	day never deal comcast rank one best days life
0	comcast fail
0	curses twitter api limit
0	see dave winer screams lack twitter api limitations access throttles
0	arg twitter api making crazy
0	alpha sucks even researchers information provided less get totally useless
0	oh awesome wish not owned nike negative
0	arhh weka bug spent almost two hours find crappy
0	ooh north korea troublee
0	wat heck north korea conducted powerful nuclear tests follow link
0	listening obama friggin north korea
0	realized three monkeys white obamabiden pelosi sarah palin
0	pelosi stay china never come back
0	nancy pelosi gave worst commencement speech ever heard yes still bitter
0	ugh amount times stupid insects bitten grr
0	got barraged horde insects hungry kitchen light scary
0	math review im going fail exam
0	colin powell rocked yesterday cbs cheney needs shut hell go homepowell man honor served country proudly
0	obviously not siding cheney
0	saw night museum sheer desperation funding movies
0	back seeing tar trek night museum tar trek amazing night museum eh
0	shame gm forced make cars white house thinks sell think
0	you may noticed not happy gm situation aig lehman et al
0	gm good riddance sad though
0	never buy government motors vehicle recently drove gm cars since bought
0	old cocacola guy gm board stupid heck
0	worst thing gm concord pleasant hill martinez fucking uaw
0	give man fish you feed day teach fish you feed life buy gm you f**k good
0	hear gm thing angry get billions wasted bullshit something like 40k employees the
0	gm car junk far quality compared honda
0	sad day bankrupt gm
0	upset whole gm thing life know screwed
0	whoever running time warner needs repeatedly raped rhino understand consequences putting shitty cable svcs
0	joining bit late connection boo time warner
0	cox time warner cox cheaper gets b dslreports tw expensive gets c
0	furious time warner phone promotions
0	got home chickfila boys damn internets stupid time warner
0	could timewarner cable suck no
0	pissed time warner causin slow internet problems
0	umm time warner problems
0	guys see time warner suck much ass really wish could get uverse apartment
0	confirmed time warner fault not facebook fb taking minutes load tempted switch verizon negative
0	time warner epic fail
0	know sad rt 1st day hurricane season less scarey govt taking gm
0	gm files bankruptcy not good sign
0	hate effing dentist
0	hate going dentist
0	hate dentist who invented anyways
0	dentist office cold negative
0	@ safeway place nightmare right bumming
0	hate safeway select green tea icecream bought two cartons waste money gt lt
0	argghh not jquery appear safari bad safari
0	not watch tv without tivo years time/warner dvr still sucks
0	still love kindle2 reading new york times not feel natural miss bloomingdale ads
0	although today keynote rocked every great announcement amp shit us little bit
0	not much obsession cell phones iphone slave amp forever positive
0	fuzzball fun amp p
0	today good day dislike amp t vote office indeed
0	looks like summize gone many tweets wwdc perhaps
0	man kinda dislike apple right case point iphone 3gs wish video recorder app please
0	dearest rich bastards visa card sent not work screw little guy like
0	iphone fucked thanks great help get new iphone
0	refuse make full federal workforce diversity data public
0	pop message box iphones terrible
0	apple microsoft worried google chromebooks aapl
0	apple aapl stock falling today amid ipod pricing lawsuit
0	really makes hard spend money apps functionality might soon disappear today menu please stop
0	tried turning problem
0	honest great fanaticism turning equally great dislike
0	really know mouse batteries not inceased charge since last time mac told low
0	needs fucking update as soon as possible play stupid back n forth shit software
0	phone died would let happen
0	dang phone fuckin sucks fuck piece shit iphone man disappoint
0	safari crashed not tabs open what the fuck
0	hey guys make charger lasts fucking weeks
0	coffee not even fair trade
0	emojis en mac pleaase
0	man app tv hot garbage
0	ipad not update ios8 buggy slow
0	fix ios8 garbage software mix update as soon as possible
0	hell
0	cgk laptop prob today local # useless tech support useless hr genius bar useless buy pc next time
0	silicone case peeling what the fuck
0	petty hell
0	nice piece crap created great job pay get less
0	fuck you
0	issues safari want jobs quality control back
0	since stop replacing iphone units due defect scratches phone not mean dropped
0	hold min
0	phone plugged losing battery thanks
0	hitting belt deleted rivals music ipods court hears
0	ha ha reported lie organized normal big crowds use
0	duck
0	tf you even get lasagna laryngitis mixed what the fuck
0	yoo fam hours email back need album drops
0	bs uspurchased iphone not covered battery replacement program india arbitrary unfair fix
0	hey hell hahaha
0	spellcheck makes wan na stab somebody not fuckin word wanted use
0	yh news china reminds apple need support privacy security products apple access
0	look like fucking days
0	quality bad webcam pics excuse
0	thanks making shittiest chargers
0	hell mean one day skype not let login not even open app
0	damn commercials getting worse worse
0	no not remind tomorrow fing tell updates want install actually
0	congrats making iphone recording drm protected not play anywhere want
0	danger* ok wan na fuck
0	iphone6 plus impossible hold without cover slides have a nice day
0	lack true keyboard integration killing halfassed implementations not solutions
0	best apps seems wrong
0	go wit waiting items copy shit itunes pissing
0	battery already within minutes usage fix
0	explain
0	price connect guitar could buy real amp loud enough perform
0	yes love none stuff works thank
0	real quick shout technology never working
0	attention free ipads would go faster emails not go straight junk folders
0	dear sometimes write gave means want word gave not word have not typo
0	hey keyboard phone sorts drunk morning send help pls thanks
0	official no longer hip anymore
0	moment typing tweet official client crashes gt
0	apple inc doomed aapl dropped currently priced
0	one iphone speakers stopped working not coolsend iphone forgive
0	inch five reasons not make forbes
0	suck
0	apple hoarding iphone supply stores aapl
0	happy monday camera fancy suddenly stopped working weekend instead meme
0	aapl shares fall despite price target increases bmo capital citigroup
0	no tv update yet
0	whatever takes bring stock nothing dumb
0	ipod lawsuit loses last plaintiff judge discusses halt amid search replacements
2	need lock deal amp thank cooperation regards uncle mike
2	apple fibonacci technicals levels intraday preopening aapl
2	shares slice lovers
2	predicted future back got exactly right
2	apple inc vs google inc battle tech giants aapl
2	new ad
2	undertheradar stock picks buffett icahn soros fellow b
2	apple ceo tim cook comes gay via
2	apple fibonacci technicals levels intraday update aapl
2	captures us sales
2	block trade detected
2	apple intraday comments updated range premium users
2	apple continues beefing digital audio expertise hiring dana massie audience
2	one apple earliest employees describes first time steve jobs
2	apple matches increase earnings 2014q3 eps= app donkey stocks
2	first ever much discuss episode pay
2	developing fires laser beams surroundings
2	apple intraday comments updated range premium users
2	headed store today yikes yay
2	tell update events page no listing presentation
2	apple fibonacci technicals levels intraday update aapl
2	jane horvath director global speaking
2	former apple manager sentenced one year prison million fine leaked secrets case mac blog
2	siri wildin last night yall need get
2	iphone plus sales growing steadily worldwide aapl
2	done rt
2	purchase tv value simply watching ads check
2	consumers demand units iphone plus aapl
2	void awakens
2	apple assigned aa credit rating morningstar aapl
2	bought telsa talent key cook access musk bright mind permanent basis read
2	yo not need subject line text amp imessages folk
2	apple fibonacci technicals levels intraday update aapl
2	new ipad ad focuses getting things done zdnet via amp
2	crush motley fool
2	apple plans launch iphone mini version aapl
2	apple fibonacci technicals levels last intraday update aapl
2	rumor roundup tale three rumor blogs aapl
2	apple symptom tech bubble could apple overvalued 700b reasons apple valuation
2	get
2	apple intraday comments last update premium users
2	jim cramer not tech bubble saw
2	apple dec total trading daily profits /sh
2	block trade detected
2	tim cook nominated time person year
2	old products available people economic standing current market sec
2	time running
2	apple inc price close december
2	monday analyst moves apple inc chevron corporation starbucks
2	 apple shares reach analyst
2	want exchange sealed 16gb air 64gb air pay difference may store
2	daring fireball transmit ios icloud drive
2	ui future three takeaways pioneer bill fernandez
2	see evidence please rt
2	make realistic songlength drum track using logic pro x drummer
2	new hearthstone expansion goblins vs gnomes officially launches ios blog
2	apple inc facebook clash neither wrong
2	spots left dec event w/
2	hearin alot bad drums lately including ahem let us hope check guide
2	best apps
2	 picks best apps games
2	deep money calls
2	see guru fund managers hold apple
2	case accident stay safe free app
2	need intel dm jw
2	trade aapl nightly updates visit free
2	apple inc facebook clash neither wrong
2	steve wozniak says starting garage complete myth
2	learning apple ipad mini smart cover green
2	not one apparently based last interview
2	# aapl plans mini version
2	bose products could returning apple store shelves next week
2	showing us also sonar x3 ableton live propellerhead reason reaper mixcraft
2	apple stock upward trend explosive holiday quarter apple watch release
2	check macbook pro retina ghz i7 8gb 500gb ssd mid gt 650m 2magsafe via
2	citi bmo boost apple price targets
2	bose products reportedly set return store shelves early next week
2	inc price target eps estimates raised bmo via
2	pt raised via
2	wonder aware use international symbol retail stores
2	watch weekend new tv ads
2	best buy cuts apple inc ipad prices boost sales
2	Oh my God girl still using email try login act wrong email stop trying verify
2	apple inc catching iphone supply still lagging demand
2	spots left dec event w/
2	final monday december
2	final monday december via hamzei
2	apple inc vs google inc battle tech giants
2	hope amp allow compact views 3rd party keyboards like
2	want gold metallic macbook go iphone plus
2	natalie portman passes aaron sorkin steve jobs movie
2	companies growing faster apple inc
2	final monday december
2	retail celebrates computer science education week
2	well not want people recording movie guess see know crazy ra lp le
2	hoarding supply stores via
2	needs consider emoji really need life via
2	not book grow global brands book grow
2	inc catching supply still lagging demand motley fool
2	inc clash neither wrong motley fool
2	cnbctv buy pullback
2	protesters stage protests store nyc anger misplaced retweet agree
2	neil problem not police govt neal bootz points well
2	not agree need refocus peace much violence usa nowdays
2	many reasons
2	macy apple want news
2	stooges no idea even occupy v
2	whose paying professional protesters seem occupy wall street types wake america disgust bs
2	apple trial continues without plaintiff
2	staging die ar apple store iphone
2	lg g3 apple iphone plus comparison apple plays catchup
2	hey bro check ipod
2	misplaced neil protest city hal mayors office police station not apple
2	macy stores blocked
2	not make receive calls iphone might not able make receive calls yo
2	phony anger protestors not really care blacks dieing would chicago
2	no rule protesting picking spare lightening cable
2	everybody else track stuff show not great small package tracking
2	good call thought going compete dropbox etc bad sign like macpro std 250gb hd
2	received got ta wait approve app
2	dude play trombone worried
2	# aapl plans mini version
2	hey wan na use ifon siks jas follow you get
2	applied head social media opening leg twitter skillz like mark twain twitter
2	better
2	catching supply still lagging demand
2	# apps year
2	words investor robin chan talks xiaomi lei jun
2	watch weekend new tv ads
2	iphones working without sim card 3g not wifi
2	gon na let italicize
2	told crazy
2	link bring back pre ordered thing
2	 pick best app
2	chance apple tv going downhill fast using crappy plastic stbs no displays
2	not steal apple
2	not playing no games
2	need new emojis preferably brown people shxt like
2	make settings page less horrific
2	wish phones infinite amount storage need something
2	learning apple store
2	apple inc international business machines corp exxon mobil corpora
2	yosemite dope except one glitch moves message window place
2	proves nothing
2	going come
2	losing twofactor recovery key could permanently lock apple id
2	got nigga turban cant sista headscarf
2	apple matches increase earnings 2014q3 eps= app donkey stocks
2	warned consuela gets quincenera emoji tasha better get juke session emoji
2	damnit i want footwork
2	nope thats danny terrio want jamal percolator
2	apple better get working
2	words baidu robin li xiaomi founder lei jun guts
2	last plaintiff itunes antitrust lawsuit disqualified show must
2	anyone know theres old fashioned clock face grandma needs watch
2	accel partners leads 50m series c funding datagravity
2	um mango emoji
2	already building next massive business no one seems noticed
2	every young know legendary designer susan kare
2	really invest terabyte storage
2	no presales india toll free keeps ringing yes either need not need ask anything
2	announces top apps favourite app make list via
2	technology
2	breaking aapl buy reiterated target set cantor aapl brief explanation
2	says security measures cut phone theft nearly percent places
2	top apps names elevate brain training iphone app
2	orwellian vision world pay takes
2	real cute could sync music phone positive
2	fast money recap oil companies start cutting dividends
2	pm abe says apple build big are amp center japan media aapl
2	ischool
2	first digital lang ip new leader internet /games
2	counting minutes interest full time
2	mfn not international trade key issue appellate case says
2	apple plans launch iphone mini version aapl
2	fat finger look # days later
2	apple returns cash shareholders ideas invest aapl
2	apple build major new are amp facility japan prime minister reveals aapl
2	need take ride/drive fl mall today schedule appt mac daddy
2	apple boost profits holiday quarter beyond aapl
2	apple first patent reassignment primesense buy hints 3d mapping apple tv iphone aapl
2	new ipad air change
2	apple antitrust hearing continue despite every plaintiff disqualified aapl
2	things know today including hoarding
2	apple stores recruiting fashion/luxury experts ahead apple watch debut aapl
2	apple inc hires fashion pros iwatch launch
2	see guru fund managers hold apple aapl
2	considering ads fb feed privacy changes think tim cook spot
2	apple intraday comments preopening premium users
2	translate app success story taus member go global
2	translate app success story taus member go global
2	sales iphone plus settled longrunning argument apple smartphones aapl
2	apple siri partnered yahoo watch google
2	traders chart looks weaker would like already sma momentum drop could sell drag price sma
2	not trillion dollar company according billionaire
2	certified partnered business collaborated
2	comment today
2	brooklyn finally getting store expected open april
2	looks like software update saved storage iphone delete need
2	not got layaway laughing out loud need imac man
2	apple fibonacci technicals levels intraday preopening aapl
2	not handled well folks like not think eric garner death simply go away
2	reveals best app list elevate threes top list via
2	best apps year according
2	apple planning new retail store williamsburg brooklyn mac blog
2	block trade detected
2	brave taken cfd drop seems overdone
2	short menu live
2	apple intraday comments updated range premium users
2	report apple hiring fashionistas help flog watch aapl
2	apple intraday comments updated range premium users
2	aapl expected users still like small screens iphone mini reportedly way
2	apple fibonacci technicals levels intraday update aapl
